"Name","activation_function","batch_size","epochs","learning_rate","num_neurons","optimizer","Train_cost","Train_mse","Train_r2","Train_rmse","Validation_cost","Validation_mse","Validation_r2","Validation_rmse","mse","r2","rmse"
"run-25","relu","16","100","0.01","[32,64,32]","batch-gd","0.042660712322697546","0.042660712322697546","0.008729716265756582","0.2065446981229427","0.03505555185105069","0.03505555185105069","-0.03984315374633085","0.1872312790402573","0.03505555185105069","-0.03984315374633085","0.1872312790402573"
"run-121","sigmoid","256","10","0.1","[32,64]","batch-gd","0.04439276754061564","0.04439276754061564","-0.031516561253513986","0.21069591249147585","0.035244532641873924","0.035244532641873924","-0.045448838756285026","0.18773527276959415","0.035244532641873924","-0.045448838756285026","0.18773527276959415"
"run-132","sigmoid","256","100","0.01","[32,64,32]","sgd","0.04300920644397964","0.04300920644397964","0.0006320580768842676","0.20738661105283449","0.0354324238832932","0.0354324238832932","-0.05102220476315544","0.18823502299862585","0.0354324238832932","-0.05102220476315544","0.18823502299862585"
"run-94","sigmoid","16","100","0.01","[32,64]","batch-gd","0.04507941453472758","0.04507941453472758","-0.047471586934518806","0.21231913369907943","0.03564584791516438","0.03564584791516438","-0.057352942882159974","0.18880108028071335","0.03564584791516438","-0.057352942882159974","0.18880108028071335"
"run-93","sigmoid","16","100","0.01","[32,64]","sgd","0.04063936533632768","0.04063936533632768","0.05569801781561501","0.20159207657129705","0.036090901143349535","0.036090901143349535","-0.07055443388556482","0.189976054131434","0.036090901143349535","-0.07055443388556482","0.189976054131434"
"run-130","sigmoid","256","100","0.01","[32,64]","batch-gd","0.04634971936491307","0.04634971936491307","-0.07698856780258079","0.2152898496560232","0.036100027606505034","0.036100027606505034","-0.07082514964181597","0.19000007264868357","0.036100027606505034","-0.07082514964181597","0.19000007264868357"
"run-95","sigmoid","16","100","0.01","[32,64]","minibatch-gd","0.04437229864547805","0.04437229864547805","-0.03104094314059336","0.21064733239582703","0.03611639629390226","0.03611639629390226","-0.0713106894957638","0.1900431432435863","0.03611639629390226","-0.0713106894957638","0.1900431432435863"
"run-146","tanh","16","10","0.01","[32]","minibatch-gd","0.033478087439065586","0.033478087439065586","0.2220984735656676","0.1829701818304436","0.03613392631192499","0.03613392631192499","-0.07183067757934736","0.19008925880208224","0.03613392631192499","-0.07183067757934736","0.19008925880208224"
"run-98","sigmoid","16","100","0.01","[32,64,32]","minibatch-gd","0.04440833701075542","0.04440833701075542","-0.03187833564129994","0.2107328569795309","0.036248530545688405","0.036248530545688405","-0.07523015131679056","0.1903904686314113","0.036248530545688405","-0.07523015131679056","0.1903904686314113"
"run-22","relu","16","100","0.01","[32,64]","batch-gd","0.04044202851988009","0.04044202851988009","0.06028336370837773","0.20110203509631644","0.036419030489801","0.036419030489801","-0.08028764407436939","0.19083770720117396","0.036419030489801","-0.08028764407436939","0.19083770720117396"
"run-84","sigmoid","16","10","0.1","[32,64]","sgd","0.032878812106329064","0.032878812106329064","0.23602331909152652","0.18132515574604935","0.036603033474752286","0.036603033474752286","-0.08574567380339637","0.1913191926460915","0.036603033474752286","-0.08574567380339637","0.1913191926460915"
"run-114","sigmoid","256","10","0.01","[32,64,32]","sgd","0.048429545265489975","0.048429545265489975","-0.1253156935895965","0.22006713808628944","0.03670036012309073","0.03670036012309073","-0.08863264729569287","0.19157338051799036","0.03670036012309073","-0.08863264729569287","0.19157338051799036"
"run-160","tanh","16","10","0.1","[32,64,32]","batch-gd","0.03746957386920753","0.03746957386920753","0.12935173609445427","0.1935705914368387","0.037004674409767166","0.037004674409767166","-0.0976594379430693","0.19236599078258912","0.037004674409767166","-0.0976594379430693","0.19236599078258912"
"run-78","sigmoid","16","10","0.01","[32,64,32]","sgd","0.04371169135262841","0.04371169135262841","-0.015690979603496746","0.20907341139568275","0.03707344186685817","0.03707344186685817","-0.09969926803219352","0.19254464902161827","0.03707344186685817","-0.09969926803219352","0.19254464902161827"
"run-53","relu","256","10","0.1","[32,64,32]","minibatch-gd","0.03823917751905275","0.03823917751905275","0.11146911794747384","0.19554840198542345","0.037797235255555915","0.037797235255555915","-0.1211689514410328","0.1944151106667275","0.037797235255555915","-0.1211689514410328","0.1944151106667275"
"run-140","sigmoid","256","100","0.1","[32,64]","minibatch-gd","0.051074716381161074","0.051074716381161074","-0.1867792599389526","0.22599716011746937","0.03780308996790402","0.03780308996790402","-0.12134261815659908","0.19443016732982568","0.03780308996790402","-0.12134261815659908","0.19443016732982568"
"run-118","sigmoid","256","10","0.1","[32]","batch-gd","0.04661247861675755","0.04661247861675755","-0.08309407856291307","0.21589923255249785","0.03806611906071307","0.03806611906071307","-0.12914477749945363","0.1951054050012789","0.03806611906071307","-0.12914477749945363","0.1951054050012789"
"run-115","sigmoid","256","10","0.01","[32,64,32]","batch-gd","0.05079205331140537","0.05079205331140537","-0.1802112612792386","0.2253709238375824","0.03832768552766558","0.03832768552766558","-0.13690355137543886","0.19577457834883868","0.03832768552766558","-0.13690355137543886","0.19577457834883868"
"run-139","sigmoid","256","100","0.1","[32,64]","batch-gd","0.04810642129382823","0.04810642129382823","-0.11780753974894775","0.2193317607958962","0.0385013472044347","0.0385013472044347","-0.14205482973567585","0.19621760166823643","0.0385013472044347","-0.14205482973567585","0.19621760166823643"
"run-113","sigmoid","256","10","0.01","[32,64]","minibatch-gd","0.048056188955150854","0.048056188955150854","-0.11664033409526042","0.21921721865572252","0.0385145580069992","0.0385145580069992","-0.14244669812390032","0.19625126243415408","0.0385145580069992","-0.14244669812390032","0.19625126243415408"
"run-174","tanh","16","100","0.1","[32,64]","sgd","0.04425224240330981","0.04425224240330981","-0.0282512994905304","0.2103621696106736","0.03865662248775855","0.03865662248775855","-0.14666071758466392","0.19661287467446925","0.03865662248775855","-0.14666071758466392","0.19661287467446925"
"run-193","tanh","256","10","0.1","[32,64]","batch-gd","0.03588504572676907","0.03588504572676907","0.16617005383511174","0.18943348628679427","0.038681133670734655","0.038681133670734655","-0.1473877860363666","0.1966751984128519","0.038681133670734655","-0.1473877860363666","0.1966751984128519"
"run-157","tanh","16","10","0.1","[32,64]","batch-gd","0.03869488484228791","0.03869488484228791","0.10088023878891494","0.1967101543954656","0.03868142714287096","0.03868142714287096","-0.14739649121930154","0.19667594449467113","0.03868142714287096","-0.14739649121930154","0.19667594449467113"
"run-169","tanh","16","100","0.01","[32,64,32]","batch-gd","0.04148118361759336","0.04148118361759336","0.0361374103834009","0.2036692996442845","0.03870035855353102","0.03870035855353102","-0.14795804842568283","0.19672406704196368","0.03870035855353102","-0.14795804842568283","0.19672406704196368"
"run-194","tanh","256","10","0.1","[32,64]","minibatch-gd","0.02966936421337688","0.02966936421337688","0.31059849963262387","0.1722479730312577","0.03879684871961253","0.03879684871961253","-0.15082020957579156","0.19696915677235496","0.03879684871961253","-0.15082020957579156","0.19696915677235496"
"run-107","sigmoid","16","100","0.1","[32,64,32]","minibatch-gd","0.051709481948095666","0.051709481948095666","-0.20152876151502452","0.2273971898421255","0.03891861661791994","0.03891861661791994","-0.1544321771163124","0.19727801858777863","0.03891861661791994","-0.1544321771163124","0.19727801858777863"
"run-120","sigmoid","256","10","0.1","[32,64]","sgd","0.03476943502327438","0.03476943502327438","0.1920925403192807","0.1864656403289206","0.03926630319306768","0.03926630319306768","-0.16474550797908294","0.19815726883732449","0.03926630319306768","-0.16474550797908294","0.19815726883732449"
"run-16","relu","16","10","0.1","[32,64,32]","batch-gd","0.046486196299800574","0.046486196299800574","-0.0801597649674517","0.21560657758936896","0.03935209605853014","0.03935209605853014","-0.16729035805505577","0.19837362742695952","0.03935209605853014","-0.16729035805505577","0.19837362742695952"
"run-87","sigmoid","16","10","0.1","[32,64,32]","sgd","0.044476494807537896","0.044476494807537896","-0.03346205974895633","0.2108945110891649","0.040665707480577504","0.040665707480577504","-0.20625565090518072","0.2016574012541506","0.040665707480577504","-0.20625565090518072","0.2016574012541506"
"run-75","sigmoid","16","10","0.01","[32,64]","sgd","0.042951516388185326","0.042951516388185326","0.0019725522895288616","0.20724747619255904","0.04155556945989579","0.04155556945989579","-0.23265138105671013","0.20385183212298044","0.04155556945989579","-0.23265138105671013","0.20385183212298044"
"run-119","sigmoid","256","10","0.1","[32]","minibatch-gd","0.05051940835330929","0.05051940835330929","-0.17387604486451358","0.22476522941351337","0.0416139497571882","0.0416139497571882","-0.23438309969320817","0.20399497483317625","0.0416139497571882","-0.23438309969320817","0.20399497483317625"
"run-79","sigmoid","16","10","0.01","[32,64,32]","batch-gd","0.04744645649886128","0.04744645649886128","-0.10247250538259856","0.21782207532493417","0.041643946403592605","0.041643946403592605","-0.23527288193173937","0.20406848459179727","0.041643946403592605","-0.23527288193173937","0.20406848459179727"
"run-96","sigmoid","16","100","0.01","[32,64,32]","sgd","0.04723856695148938","0.04723856695148938","-0.09764195475676885","0.21734435109173963","0.0418122103212681","0.0418122103212681","-0.240264048054607","0.2044803421389648","0.0418122103212681","-0.240264048054607","0.2044803421389648"
"run-61","relu","256","100","0.01","[32,64,32]","batch-gd","0.0427452270969812","0.0427452270969812","0.006765919139018917","0.20674918886656168","0.041847431671452925","0.041847431671452925","-0.2413088092385418","0.20456644805894472","0.041847431671452925","-0.2413088092385418","0.20456644805894472"
"run-89","sigmoid","16","10","0.1","[32,64,32]","minibatch-gd","0.04786495247042093","0.04786495247042093","-0.11219673636429396","0.2187806035059345","0.04211449815306287","0.04211449815306287","-0.24923072853044712","0.20521817208293924","0.04211449815306287","-0.24923072853044712","0.20521817208293924"
"run-116","sigmoid","256","10","0.01","[32,64,32]","minibatch-gd","0.048245320921992914","0.048245320921992914","-0.1210350309539674","0.2196481753213373","0.04222920800748409","0.04222920800748409","-0.2526333352642949","0.2054974647227651","0.04222920800748409","-0.2526333352642949","0.2054974647227651"
"run-55","relu","256","100","0.01","[32]","batch-gd","0.043088081689336366","0.043088081689336366","-0.0012006981662122662","0.20757668869441087","0.04362490144824661","0.04362490144824661","-0.29403340436810144","0.20886574982089956","0.04362490144824661","-0.29403340436810144","0.20886574982089956"
"run-188","tanh","256","10","0.01","[32,64,32]","minibatch-gd","0.04856400176328522","0.04856400176328522","-0.1284399435953445","0.22037241606717756","0.04386822127587494","0.04386822127587494","-0.30125093322073804","0.20944741888090895","0.04386822127587494","-0.30125093322073804","0.20944741888090895"
"run-58","relu","256","100","0.01","[32,64]","batch-gd","0.05404242364547865","0.05404242364547865","-0.2557373213910834","0.23247026400268625","0.04395645710102658","0.04395645710102658","-0.3038682481353323","0.20965795263005543","0.04395645710102658","-0.3038682481353323","0.20965795263005543"
"run-13","relu","16","10","0.1","[32,64]","batch-gd","0.0436485881332583","0.0436485881332583","-0.014224704364199647","0.20892244525961853","0.04630235360688344","0.04630235360688344","-0.3734539283544725","0.21517981691339788","0.04630235360688344","-0.3734539283544725","0.21517981691339788"
"run-46","relu","256","10","0.1","[32]","batch-gd","0.049942924694330336","0.049942924694330336","-0.16048078986076186","0.2234791370448936","0.04637712202331755","0.04637712202331755","-0.3756717632433883","0.21535348156767176","0.04637712202331755","-0.3756717632433883","0.21535348156767176"
"run-10","relu","16","10","0.1","[32]","batch-gd","0.055326684132193875","0.055326684132193875","-0.28557857784796536","0.2352162497196864","0.04696318438881598","0.04696318438881598","-0.3930559693463558","0.21670990837711132","0.04696318438881598","-0.3930559693463558","0.21670990837711132"
"run-76","sigmoid","16","10","0.01","[32,64]","batch-gd","0.052808312420609974","0.052808312420609974","-0.22706134020301705","0.2298005927333739","0.04826319065330388","0.04826319065330388","-0.4316176961649445","0.21968884963353028","0.04826319065330388","-0.4316176961649445","0.21968884963353028"
"run-83","sigmoid","16","10","0.1","[32]","minibatch-gd","0.04465304864624574","0.04465304864624574","-0.037564489461485495","0.2113126798047049","0.0483145160215387","0.0483145160215387","-0.4331401463890703","0.2198056323699161","0.0483145160215387","-0.4331401463890703","0.2198056323699161"
"run-52","relu","256","10","0.1","[32,64,32]","batch-gd","0.05882268245038906","0.05882268245038906","-0.3668120841850826","0.2425338789744415","0.04987535705435629","0.04987535705435629","-0.47943894290945854","0.22332791373752697","0.04987535705435629","-0.47943894290945854","0.22332791373752697"
"run-196","tanh","256","10","0.1","[32,64,32]","batch-gd","0.041982482320332505","0.041982482320332505","0.02448916354821018","0.2048962720996468","0.05137604708559032","0.05137604708559032","-0.5239534968809518","0.226662848931161","0.05137604708559032","-0.5239534968809518","0.226662848931161"
"run-19","relu","16","100","0.01","[32]","batch-gd","0.04043746440575629","0.04043746440575629","0.06038941610310267","0.2010906870189574","0.05164466552540326","0.05164466552540326","-0.5319214514804496","0.2272546270714928","0.05164466552540326","-0.5319214514804496","0.2272546270714928"
"run-185","tanh","256","10","0.01","[32,64]","minibatch-gd","0.046600387729080095","0.046600387729080095","-0.08281313300419901","0.2158712295075008","0.053124561197980806","0.053124561197980806","-0.5758191881336083","0.2304876595351274","0.053124561197980806","-0.5758191881336083","0.2304876595351274"
"run-86","sigmoid","16","10","0.1","[32,64]","minibatch-gd","0.07060746264571188","0.07060746264571188","-0.6406448865911507","0.2657206477594692","0.05528714179218695","0.05528714179218695","-0.6399672190892964","0.2351321794059396","0.05528714179218695","-0.6399672190892964","0.2351321794059396"
"run-41","relu","256","10","0.01","[32,64]","minibatch-gd","0.07211781325814184","0.07211781325814184","-0.6757396048601905","0.26854759961344254","0.05650242341773231","0.05650242341773231","-0.6760157823401751","0.23770238412294545","0.05650242341773231","-0.6760157823401751","0.23770238412294545"
"run-151","tanh","16","10","0.01","[32,64,32]","batch-gd","0.06018627793379754","0.06018627793379754","-0.3984967797314787","0.24532891785070415","0.057568534831482096","0.057568534831482096","-0.7076395507928548","0.23993443861080488","0.057568534831482096","-0.7076395507928548","0.23993443861080488"
"run-122","sigmoid","256","10","0.1","[32,64]","minibatch-gd","0.06144326240940902","0.06144326240940902","-0.4277042469759011","0.2478775149330996","0.05943537430776074","0.05943537430776074","-0.7630150946382317","0.24379371260916624","0.05943537430776074","-0.7630150946382317","0.24379371260916624"
"run-7","relu","16","10","0.01","[32,64,32]","batch-gd","0.06482644112967831","0.06482644112967831","-0.5063162613416505","0.25461037121389674","0.0649514557396351","0.0649514557396351","-0.9266370948512984","0.25485575477048794","0.0649514557396351","-0.9266370948512984","0.25485575477048794"
"run-200","tanh","256","100","0.01","[32]","minibatch-gd","0.06189417444705211","0.06189417444705211","-0.43818170220713615","0.2487853983799132","0.06500993547356791","0.06500993547356791","-0.9283717630494012","0.25497046000187534","0.06500993547356791","-0.9283717630494012","0.25497046000187534"
"run-187","tanh","256","10","0.01","[32,64,32]","batch-gd","0.0716221890866908","0.0716221890866908","-0.6642232122284053","0.2676232222485388","0.06702311523408527","0.06702311523408527","-0.9880881583333598","0.258888229230464","0.06702311523408527","-0.9880881583333598","0.258888229230464"
"run-110","sigmoid","256","10","0.01","[32]","minibatch-gd","0.06915707098361644","0.06915707098361644","-0.6069433828859208","0.2629773202837394","0.06858115487696864","0.06858115487696864","-1.034303857997751","0.26188003909608815","0.06858115487696864","-1.034303857997751","0.26188003909608815"
"run-184","tanh","256","10","0.01","[32,64]","batch-gd","0.07649716038488968","0.07649716038488968","-0.7774987277755478","0.27658120034610034","0.07931223488268659","0.07931223488268659","-1.352616920752046","0.28162427963988934","0.07931223488268659","-1.352616920752046","0.28162427963988934"
"run-1","relu","16","10","0.01","[32]","batch-gd","0.11434999964934028","0.11434999964934028","-1.65705260005946","0.3381567678597314","0.08136789550639548","0.08136789550639548","-1.4135934141494977","0.28525058370912315","0.08136789550639548","-1.4135934141494977","0.28525058370912315"
"run-181","tanh","256","10","0.01","[32]","batch-gd","0.05651035448203978","0.05651035448203978","-0.3130825078026298","0.2377190662989399","0.08343061660732795","0.08343061660732795","-1.4747793405330365","0.2888435850202112","0.08343061660732795","-1.4747793405330365","0.2888435850202112"
"run-112","sigmoid","256","10","0.01","[32,64]","batch-gd","0.08465282689844321","0.08465282689844321","-0.9670049366212624","0.29095158858209247","0.08385452290678283","0.08385452290678283","-1.4873535560293725","0.28957645433768064","0.08385452290678283","-1.4873535560293725","0.28957645433768064"
"run-73","sigmoid","16","10","0.01","[32]","batch-gd","0.09615728137990862","0.09615728137990862","-1.2343240514964822","0.3100923755591366","0.09178459938392385","0.09178459938392385","-1.722581224630252","0.30295973228124534","0.09178459938392385","-1.722581224630252","0.30295973228124534"
"run-38","relu","256","10","0.01","[32]","minibatch-gd","0.10327305539118276","0.10327305539118276","-1.3996671725814904","0.32136125371796576","0.09639004861297792","0.09639004861297792","-1.8591913932878787","0.3104674678818667","0.09639004861297792","-1.8591913932878787","0.3104674678818667"
"run-148","tanh","16","10","0.01","[32,64]","batch-gd","0.08560018409173765","0.08560018409173765","-0.9890178609880932","0.29257509137268956","0.10005809698717258","0.10005809698717258","-1.9679956992569587","0.31631961208115533","0.10005809698717258","-1.9679956992569587","0.31631961208115533"
"run-145","tanh","16","10","0.01","[32]","batch-gd","0.0990377620389632","0.0990377620389632","-1.3012553033376024","0.31470265654894497","0.10128921405660377","0.10128921405660377","-2.0045139849067652","0.31825966451406273","0.10128921405660377","-2.0045139849067652","0.31825966451406273"
"run-44","relu","256","10","0.01","[32,64,32]","minibatch-gd","0.10256112820921584","0.10256112820921584","-1.3831247329164356","0.3202516638664284","0.10167934207737124","0.10167934207737124","-2.0160862446504804","0.31887198383892434","0.10167934207737124","-2.0160862446504804","0.31887198383892434"
"run-4","relu","16","10","0.01","[32,64]","batch-gd","0.10639864261070064","0.10639864261070064","-1.4722937547747557","0.3261880479274197","0.10183360870207578","0.10183360870207578","-2.020662212937392","0.3191137864494039","0.10183360870207578","-2.020662212937392","0.3191137864494039"
"run-85","sigmoid","16","10","0.1","[32,64]","batch-gd","0.1036427204001816","0.1036427204001816","-1.4082567604811267","0.32193589486135527","0.105521941757207","0.105521941757207","-2.1300682177953503","0.3248414101638013","0.105521941757207","-2.1300682177953503","0.3248414101638013"
"run-109","sigmoid","256","10","0.01","[32]","batch-gd","0.14669857619275184","0.14669857619275184","-2.408708653198679","0.3830125013530914","0.13058517766573502","0.13058517766573502","-2.8735120631796005","0.36136571180140353","0.13058517766573502","-2.8735120631796005","0.36136571180140353"
"run-182","tanh","256","10","0.01","[32]","minibatch-gd","0.13528329922244312","0.13528329922244312","-2.143461679456929","0.3678087807848572","0.14938233947870597","0.14938233947870597","-3.431087083083159","0.3865001157551003","0.14938233947870597","-3.431087083083159","0.3865001157551003"
"run-104","sigmoid","16","100","0.1","[32,64]","minibatch-gd","0.16467946012046525","0.16467946012046525","-2.8265149893421504","0.40580717110527414","0.1691738785416198","0.1691738785416198","-4.018158040748233","0.4113075230792889","0.1691738785416198","-4.018158040748233","0.4113075230792889"
"run-43","relu","256","10","0.01","[32,64,32]","batch-gd","0.2063913259859643","0.2063913259859643","-3.7957377439650033","0.45430312125932426","0.21648027948613727","0.21648027948613727","-5.421394748004949","0.46527441310063167","0.21648027948613727","-5.421394748004949","0.46527441310063167"
"run-40","relu","256","10","0.01","[32,64]","batch-gd","0.22629286831798515","0.22629286831798515","-4.258172767669829","0.4757024998021191","0.21982026627695625","0.21982026627695625","-5.520467853822628","0.4688499400415406","0.21982026627695625","-5.520467853822628","0.4688499400415406"
"run-37","relu","256","10","0.01","[32]","batch-gd","0.34113831221677116","0.34113831221677116","-6.926737579668171","0.5840704685367778","0.40744796364174807","0.40744796364174807","-11.086016426184344","0.638316507417557","0.40744796364174807","-11.086016426184344","0.638316507417557"